metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QY,SPECT,24,0.9853823944533534,0.9583559177181463,-0.027026476735207083,-0.7395833333333334,large,0.0,1.0,1.0,NS
QMI,SPECT,24,1.0219510813028647,0.9145142878091667,-0.10743679349369806,-0.6909722222222222,large,0.0,1.0,1.0,NS
QSF,SPECT,24,0.030636019557062633,0.14934309233160728,0.11870707277454465,0.9861111111111112,large,299.0,1.1920928955078125e-07,2.86102294921875e-06,SIG
QNCIE,SPECT,24,0.8145233357874577,0.8116382947623588,-0.0028850410250989,-0.5763888888888888,large,0.0,1.0,1.0,NS
QTE,SPECT,24,-10.807423574080715,-11.506189045725657,-0.6987654716449416,-0.06597222222222222,trivial,84.0,0.9717866778373718,1.0,NS
EN,ALL,72,5.102242297298831,5.140923231477556,0.03868093417872487,0.02546296296296296,trivial,1737.0,0.008804321286557145,0.18489074701770003,MARGINAL
VAR,ALL,72,76.8644674639891,65.29666726660058,-11.567800197388522,-0.5131172839506173,large,0.0,0.9999999999999171,1.0,NS
AG,ALL,72,9.091800638586925,8.258566310505987,-0.8332343280809376,-0.18248456790123457,small,33.0,0.9999999999996727,1.0,NS
SF,ALL,72,31.35486982255051,29.401051470843438,-1.9538183517070706,-0.15625,small,215.0,0.9999999996525633,1.0,NS
EI,ALL,72,92.14737509498337,83.12584816362904,-9.02152693135433,-0.19521604938271606,small,7.0,0.9999999999998888,1.0,NS
MI,ALL,72,64.59549310472276,53.33015865749783,-11.26533444722493,-0.38425925925925924,medium,0.0,0.9999999999999171,1.0,NS
NCIE,ALL,72,0.8107682471695652,0.8092216072927528,-0.0015466398768123613,-0.20756172839506173,small,189.0,0.9999999998632985,1.0,NS
MI_mutual,ALL,72,2.5923416394300736,2.4063627059318122,-0.18597893349826133,-0.22106481481481483,small,198.0,0.9999999998107552,1.0,NS
NABF,ALL,72,0.02359241252461948,0.01099782945157767,-0.01259458307304181,0.6589506172839507,large,2393.0,7.020130051929216e-10,1.755032512982304e-08,SIG
FMI,ALL,72,0.6499785485551312,0.6346738870655341,-0.015304661489597082,-0.14351851851851852,trivial,65.0,0.9999999999988,1.0,NS
CE,ALL,72,1.2993624954811098,1.3288110801668225,0.029448584685712653,-0.04938271604938271,trivial,941.0,0.9818326374401427,1.0,NS
SSIM,ALL,72,1.4386545637337853,1.4236382867211748,-0.015016277012610546,-0.08179012345679013,trivial,64.0,0.9999999999988471,1.0,NS
PSNR,ALL,72,56.22291687600365,56.3858136847255,0.16289680872184675,0.22492283950617284,small,1952.0,0.00017162595468844243,0.0037757710031457335,SIG
RMSE,ALL,72,0.16335570161948498,0.15537603583279674,-0.00797966578668824,0.22492283950617284,small,2165.0,8.960786226275165e-07,2.0609808320432878e-05,SIG
QG,ALL,72,0.7023188804616038,0.6876907345360169,-0.014628145925586922,-0.13503086419753085,trivial,20.0,0.9999999999998086,1.0,NS
QM,ALL,72,0.08352378105004216,0.01206282910101835,-0.0714609519490238,-0.5868055555555556,large,32.0,0.9999999999996858,1.0,NS
QC,ALL,72,0.5950739214965198,0.5724622141131668,-0.022611707383353052,-0.1076388888888889,trivial,61.0,0.999999999998978,1.0,NS
QS,ALL,72,0.5200340743764367,0.4980286010522968,-0.02200547332413988,-0.09992283950617284,trivial,83.0,0.9999999999975422,1.0,NS
QCB,ALL,72,0.8576589453078204,0.856099961639491,-0.0015589836683294056,-0.007716049382716049,trivial,1447.0,0.22772642710825197,1.0,NS
QCV,ALL,72,221.70871800982744,250.96077467336738,29.252056663539946,-0.18479938271604937,small,15.0,0.9999999999998446,1.0,NS
QY,ALL,72,0.9558909721828504,0.9377178708068672,-0.01817310137598316,-0.3256172839506173,small,0.0,0.9999999999999171,1.0,NS
QMI,ALL,72,0.8548408855191901,0.7952341066112764,-0.05960677890791377,-0.27121913580246915,small,201.0,0.9999999997892018,1.0,NS
QSF,ALL,72,0.03829393432967143,0.10616660915672578,0.06787267482705435,0.6793981481481481,large,2384.0,9.595409401815968e-10,2.302898256435832e-08,SIG
QNCIE,ALL,72,0.8107682471695651,0.8092216072927527,-0.0015466398768123613,-0.20756172839506173,small,189.0,0.9999999998632985,1.0,NS
QTE,ALL,72,-8.22761128188106,-8.609293636242597,-0.3816823543615371,-0.07600308641975309,trivial,674.0,0.9998355997099236,1.0,NS
