model,modal,n_images,timestamp,EN,MI,VAR,AG,SF,EI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE
PSFusion,PET,10,20260424_094519,6.057955497711698,,87.09315461155757,10.199525276363502,33.174523630645695,104.10137854095288,0.8070459082727514,2.1031245158047795,0.0117915165937417,0.23310160055672835,5.7479980392098025,0.7372883217162961,55.00229361091219,0.20584169470386474,0.6797214813891521,0.013457676790585005,0.5256530391511759,0.48526590067999925,0.8944810168980222,85.82483686060188,0.5886607545605809,0.6230180361009326,0.1324015410466003,0.8070459082727514,-8.240640751388518
PSFusion,SPECT,10,20260424_094603,5.930674083222836,,76.78026704470695,6.786261082629634,21.073479334288642,69.34504154140123,0.8074477433459448,2.227187228945288,0.02592595751404723,0.27011333545162686,2.654865201352576,0.9306215587384097,55.52906053870073,0.18208004199721423,0.6639021023282685,0.035905837739421236,0.5660662407723296,0.520502911606523,0.9180045243543999,55.26342827695282,0.6810129026859324,0.6549521299781121,0.06334320151322863,0.8074477433459448,-5.534054400925023
PSFusion,CT,10,20260424_094641,5.502611112249598,,79.35375102808793,8.32402727299265,32.17428994748151,84.47942765233024,0.8060709977088809,1.9132897493799597,0.008043602485805023,0.19580821195425002,7.556819233941613,0.7404021840267061,55.22279391834254,0.19614934015887092,0.6453479795000182,0.004153561135481685,0.44064920345268616,0.3904150908043927,0.7850093780114946,538.55013828393,0.5284224073422131,0.6392929282825474,0.17716898783378085,0.8060709977088809,-8.332379753937335
SFMFusion,PET,3,20260424_094841,5.752003786971213,,77.04240320778696,24.621747099797272,96.36638523431571,193.08344050884307,,,,,4.931191005868169,,,,,,,,,,,,,,
SFMFusion,SPECT,3,20260424_095002,6.387238248577485,,66.37669503226941,14.289717786688414,51.75648114543478,123.9534969002076,,,,,3.7696800961730745,,,,,,,,,,,,,,
SFMFusion,CT,3,20260424_095132,6.091517658500891,,73.67478561565127,24.2163056069363,101.90056725629061,185.81836541496844,,,,,4.176649226920842,,,,,,,,,,,,,,
TUFusion,CT,24,20260424_034056,5.856402587144746,64.33949915568034,62.158899176711564,6.704501672813845,22.549202893946333,67.4782591528828,0.8058833474161422,1.8369175289525213,0.004429408323599515,0.305750157016305,2.5468179292583177,0.9493351111048568,55.57073613085047,0.18277017426238693,0.351901091888406,0.0009585944365544118,0.3308495627356249,0.29973096414078343,0.8011451968945259,573.2925903128959,0.5583287716373931,0.5916874503974268,0.40784137907371676,0.8058833474161422,-7.581436135771594
TUFusion,PET,24,20260424_034456,3.2363726615125565,42.10180854797363,72.57173781445351,3.0330044899747186,13.13901669871445,32.383291253441044,0.8049937043923188,1.5902952414710125,0.006568680932250625,0.6305753641491919,0.8588991779090183,1.364749933498149,55.43462343225968,0.1869127896936791,0.16787934303531404,0.0011814631115427416,0.22743173077567078,0.19047743929293937,0.5924118443477487,936.2433378846102,0.9059396876763025,0.7109438168924868,0.6314338636733946,0.8049937043923188,-4.616865721415566
TUFusion,SPECT,24,20260424_034900,4.013252621841902,36.429260889689125,50.221270459336104,3.45441872341784,12.72083390869492,35.63075245424756,0.8054998648877433,1.764358181442607,0.01622194847897494,0.6059521050643126,1.0619620730254924,1.3874750717102708,57.56238423364717,0.1162252971036135,0.23316634109046563,0.0017053078468880828,0.3010407668663686,0.2666401207509665,0.6895466421666031,253.56972381201254,0.8435484204558,0.6775242230169866,0.434949276046183,0.8054998648877433,-8.5381952293963
WaveFusion,CT,24,20260424_035251,5.115675213572204,70.08042271931966,83.34613604460377,8.501674795063694,34.76096350571535,85.73155135413047,0.8066117384474957,2.0327278763903283,0.015542513696426577,0.17750293488492266,4.117314834298653,1.321790818645145,55.07481443221679,0.2027813501072183,0.6251160021017955,0.004607452032221423,0.4617968140520499,0.38443385955633574,0.8105122485820607,596.4966421247835,0.8464848560435606,0.7010170748807556,0.09322545950494038,0.8066117384474957,-8.482922521101239
WaveFusion,PET,24,20260424_035642,3.2618605369400213,43.32967440287272,74.21512593172578,3.8112466186122873,16.211216484498,39.76758180878256,0.8048915119019391,1.573823479099378,0.013955218012430883,0.6342627331907741,0.8580147668484702,1.3608531678089555,55.44352195172826,0.18625927087503147,0.2028052712587172,0.0013094217940374474,0.23074437978512485,0.19850189280162392,0.5913258812140949,936.8222351884768,0.8991791190419652,0.6986182673222189,0.549502121573637,0.8048915119019391,-4.741758747502548
WaveFusion,SPECT,24,20260424_040032,4.205839840679658,39.29173278808594,54.54589000332951,4.478653292909503,16.043434839893692,45.6188474699419,0.8058699805722421,1.8878703371263221,0.014718232745288185,0.6391787449782624,1.055073048915915,1.43677426557543,57.80576696341752,0.10932163888160985,0.4646699919106075,0.0037554692295716737,0.3664332064549128,0.3309168779088556,0.7123927585107284,181.6129299591997,0.8985408236867088,0.7033005879326947,0.2922685147332358,0.8058699805722421,-9.216539753588103
