EN,VAR,AG,SF,EI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE,image
3.9666407701172117,77.28435660192699,7.689647103441767,27.99961580285383,78.21336410108086,0.8091919676921308,2.2397633194496414,4.297171513102336e-05,0.6796460198412314,0.6565679971006073,1.5664569175449483,55.86532472587414,0.16847981939061132,0.8538820379539449,0.03491199481239674,0.6892854731723786,0.6421408238441175,0.885148707019797,36.94911809232964,0.9945203747119649,0.9461085158241924,0.10227974228449035,0.8091919676921308,-6.315939995133416,25015.png
4.624370735870869,84.61428116021915,9.61402624854901,31.70058530634172,97.87992835354683,0.8109985083689958,2.5640171850758424,3.2897149236169667e-05,0.6697628912627921,0.7207337568604039,1.5061854704385458,55.62637037349514,0.17800955869098856,0.8116642589517085,0.03610626807837519,0.7052848617047316,0.6458516006118062,0.8823585049134011,58.512120531604864,0.9951653438644186,0.9237619301506189,0.11648887989437685,0.8109985083689958,-6.152950169860946,25022.png
4.96747498593958,82.6004820422381,10.147707763049628,32.42810016479306,102.72081360889688,0.8119891451133232,2.7177269445172243,3.7213116816438105e-05,0.660291803322064,0.7997709088816607,1.463642897920196,55.927354270750115,0.1660905540348897,0.7913082995533584,0.033908629719155564,0.7106016775741024,0.6296325049087825,0.8859426779494128,65.08612353013773,0.99496120679307,0.9068513049121364,0.12481277144286604,0.8119891451133232,-6.378422202750528,25027.png
5.430597699037503,83.94039987815609,10.96160489804449,34.93363371664101,109.0500469479428,0.8135425038230343,2.9522155420633576,7.712650014706536e-05,0.6460218823967615,0.9350599193282416,1.3959161308106587,55.76359992517112,0.17247270246350033,0.7594191304135613,0.03420918414890714,0.7065563554332474,0.5836749343847419,0.883531415600091,78.96434063814911,0.993765925164749,0.897308197225291,0.1260243180653647,0.8135425038230343,-6.497591121859355,25038.png
5.5959709919871194,83.38814052569306,11.651268574443085,36.8786782709297,115.18974862151015,0.8141610823808078,3.0136333154711306,0.000131505754430774,0.6400000509077048,1.04230178641909,1.3674601470825674,55.812007461368445,0.17056095330677554,0.7619211041878569,0.03661290942433452,0.7186358937581575,0.6028602101410301,0.8904801803054336,77.6466284109217,0.9941147917809774,0.8873864545670587,0.12307849290571676,0.8141610823808076,-6.441122868680159,25046.png
5.531350732468821,81.6200329421693,12.03604982275036,37.96491529150065,118.28421720458219,0.8135164677990288,2.939678324585305,5.8267918788082355e-05,0.6444566241846994,0.9721088103423531,1.3726260406849213,56.16606865233049,0.15720758480162622,0.7604930515676631,0.03106374221288006,0.7251929318270742,0.5820102298704886,0.8933654964078993,68.78511124432488,0.9939893351640227,0.8719865504685179,0.12040365966165116,0.8135164677990289,-6.4760364664064065,25055.png
5.493715220269065,79.63104489015538,11.880320591817483,37.624562409856715,116.79012847170718,0.8134892463779565,2.910511824814412,6.31863195707665e-05,0.6431884134181389,0.974238221237107,1.372489750263139,56.2795218142879,0.15315394197535756,0.7817410369115159,0.03141644256781674,0.7342420854383754,0.6116127209329567,0.8941213934064594,59.31563259850429,0.9929659564507625,0.8689413951723605,0.10899970928779625,0.8134892463779565,-6.105094624295878,25063.png
5.747232623351769,76.75658372574345,13.545636583014735,40.96425596448241,133.8192867175133,0.8149363555971034,3.0117386161637025,3.549713685498209e-05,0.6447558746831318,1.05571294135777,1.3467445688355715,55.81408896978893,0.17047922558283798,0.8256435458448489,0.031959309576091256,0.7470903114042954,0.6535480736747066,0.8904239285236232,46.61980408280006,0.9944279781121517,0.864281437790627,0.09744948350851776,0.8149363555971034,-6.393481230051692,25073.png
5.312079375466133,74.93280190400927,9.31689215730323,27.3703442102488,97.10894293053134,0.8134575580363602,2.808981993387418,1.2479391117486888e-05,0.6696677595323413,0.9456370907984768,1.4104816565496743,55.852319512932354,0.1689850986449697,0.8299650709850103,0.04532819425648107,0.6775240368800041,0.5994596419949809,0.9292058265710577,34.364617031049505,0.9933853022878975,0.8797180513230626,0.1176628401719306,0.8134575580363602,-6.164862171933655,30034.png
5.942427162944387,81.67010766108092,11.663623583742634,33.92151491596942,120.13171971817167,0.8150520733530466,3.0451840918369006,3.607654340101323e-05,0.6357715696930712,1.0601091738192139,1.3259747545910905,55.36162793228351,0.1891984471673014,0.7961866175368815,0.0386057347161803,0.717782429153368,0.6100094886759754,0.9483991075401305,56.390547210084286,0.993209244010717,0.8505977959912246,0.12348461403574351,0.8150520733530466,-6.577175660717387,30043.png
