EN,VAR,AG,SF,EI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE,image
4.645898305743356,41.228187077329125,6.900638503412079,25.08644630488758,68.32550327887873,0.8052359654373844,1.714970578208467,0.08676250935187145,0.4224093549882534,1.1292680489444193,1.1161103856401944,56.711355165397606,0.13865797211941505,0.35180953987892577,0.0019537295451054273,0.32571302400511465,0.24734755432496963,0.9748393744404162,297.7383154627495,0.7783731537837902,0.5472886192061598,0.22138594461807615,0.8052359654373844,-7.178790738410907,10018.png
4.615080230550592,55.5849319885598,6.649879298927129,24.268412413350262,67.28681934288967,0.8059817355249875,1.8935123602254844,0.08977556556358654,0.2839621052167947,1.6629280910052788,0.9867429235062759,56.304803785666444,0.1522649633515638,0.32368883271905785,0.001673652970833414,0.31405598237590554,0.23729241662638795,0.9998835145635324,433.23138190899346,0.8173027342737627,0.607872508735718,0.12363749489511071,0.8059817355249875,-3.975828753450031,11010.png
4.150376584234429,48.29359529329704,5.604371463602486,21.46186285034074,57.18267192039589,0.8053553593567904,1.7600048814757239,0.0790527643598485,0.29078531826923765,1.7655575301922344,1.018967320150794,56.51219711545943,0.1451645757932013,0.3288926971447981,0.001781120900110867,0.28883299750700314,0.22088203042507754,0.9994086798461093,446.94880122421574,0.837826927767067,0.6161591742707528,0.10687044875403998,0.8053553593567904,-5.675783827722302,11013.png
3.797482317947541,41.132758941325704,5.876091232173734,24.10804176228971,59.753495718477126,0.8045213042715991,1.5126517736466978,0.0695532664215037,0.5293315477942,0.9217824910703569,1.2334108083503543,56.24424024352807,0.15440321410969352,0.2867434307009609,0.001266205143220299,0.24373730797901852,0.2052026764002279,0.9135584096511791,437.4013107146266,0.8225392798409703,0.5785365290213644,0.08493212819921621,0.8045213042715991,-4.647079659259915,15009.png
4.185566455347775,47.17935943670817,7.019534950222025,27.533618699535413,71.746372364585,0.8055085957181469,1.739187108483513,0.08762050073930641,0.5827274345703867,0.9410293593470105,1.245576730349875,56.37992544815103,0.14965382314203962,0.3544686876580562,0.001559223186686148,0.30208837226217294,0.24201114569449392,0.839346106807067,411.3474498569508,0.8097778536613829,0.6223453800594836,0.22805114996141915,0.8055085957181469,-6.909869493092416,15012.png
3.548875209437739,50.80239050689061,5.4066824573059264,25.56917001868336,53.688688426848636,0.8045213902095394,1.523138332462227,0.06871950672410626,0.5049032935332625,1.0623021501689716,1.2041354114805882,56.01921973158875,0.1626141703413959,0.19241392074368793,0.0006196190202054737,0.18915541057366841,0.14402167145953315,0.9674171090134043,596.2238880976284,0.8211817280134508,0.6461896060482347,0.07467512442679353,0.8045213902095394,-5.990467865945465,18017.png
3.426518586731838,53.02651173674781,5.543054362543686,26.996290729186587,55.731884708055475,0.8049226382145129,1.6338571899537597,0.08699581243999191,0.595393587233641,1.0157753926415412,1.3139361128369291,55.80263349587813,0.17092949568697324,0.25750859963788947,0.0007504582774745002,0.2332079262338919,0.18387026114309604,0.953387959238334,555.186135305003,0.857666557883143,0.7194939566102714,0.10783547824423811,0.8049226382145129,-5.131123458958987,18028.png
3.8222720738600886,45.78666385352033,4.845584249369842,20.710185632688802,49.70880044919922,0.8056651360931906,1.7914633845064536,0.0626415153179131,0.6491670508929558,0.8506011393534351,1.3927495448725478,57.713238579396624,0.11009218795964126,0.35620687115558414,0.0019286682859099638,0.27606295894116795,0.22226107232223355,0.6554704492870415,404.83826270095886,0.8459069438734487,0.7184378767849178,0.09806116668764102,0.8056651360931906,-6.559697330104428,21014.png
3.7315502591760055,41.57981009134384,5.825844030327894,26.413807743336687,58.24234670889993,0.8045067041993954,1.5080743917001431,0.06477892988646496,0.5771652541109875,1.050432916434659,1.2250577181579123,55.729027280352376,0.17385117602366051,0.2256955039493092,0.0006126754999804684,0.17646649410696497,0.13605604445262443,0.7805321030471727,635.7099134578502,0.8046794141816214,0.6045297340681035,0.011034808645764754,0.8045067041993954,-6.492158071062781,22010.png
4.259872179334096,52.851022673471256,6.890801748794842,26.977287064009687,69.94456010396729,0.8051220377833791,1.712003202187744,0.0769326750944642,0.538218407546193,1.1486570888765693,1.1738334449202381,55.89689696982671,0.16725944981768487,0.29117464524530423,0.0012353260039256338,0.27318557850028,0.21941826739011575,0.8870805555572383,461.2732777641442,0.7968192812974568,0.6009070799603189,0.09186260479990162,0.8051220377833791,-7.530992379909151,25014.png
