metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QY,PET,24,0.9564130991315073,0.9481326875774632,-0.008280411554044131,-0.3958333333333333,medium,23.0,0.9999680519104004,1.0,NS
QMI,PET,24,0.7648744328763429,0.7696314631977669,0.0047570303214239384,0.08333333333333333,trivial,263.0,0.0003249049186706543,0.006173193454742432,SIG
QSF,PET,24,0.032920165686165154,0.13296993991749506,0.10004977423132991,1.0,large,300.0,5.960464477539063e-08,1.4901161193847656e-06,SIG
QNCIE,PET,24,0.8106392162497976,0.8109271659650542,0.00028794971525658575,0.125,trivial,298.0,1.7881393432617188e-07,3.7550926208496094e-06,SIG
QTE,PET,24,-5.291335585132882,-5.915228404255395,-0.6238928191225135,-0.4166666666666667,medium,0.0,1.0,1.0,NS
EN,SPECT,24,5.004588447373647,4.903411980564772,-0.10117646680887482,-0.11458333333333333,trivial,0.0,1.0,1.0,NS
VAR,SPECT,24,60.284758116291584,48.32753611036486,-11.957222005926724,-0.9270833333333334,large,0.0,1.0,1.0,NS
AG,SPECT,24,6.9577777427410155,5.67487970453669,-1.2828980382043254,-0.5416666666666666,large,0.0,1.0,1.0,NS
SF,SPECT,24,22.283591337606264,18.247155814715356,-4.036435522890908,-0.6909722222222222,large,0.0,1.0,1.0,NS
EI,SPECT,24,70.35793384285253,57.174742850643575,-13.183190992208957,-0.5590277777777778,large,0.0,1.0,1.0,NS
MI,SPECT,24,46.760497411092125,37.886545181274414,-8.87395222981771,-0.6319444444444444,large,0.0,1.0,1.0,NS
NCIE,SPECT,24,0.8145233357874577,0.8141538522530137,-0.00036948353444399284,-0.08680555555555555,trivial,33.0,0.9998388290405273,1.0,NS
MI_mutual,SPECT,24,3.081451671964017,3.038088621111752,-0.043363050852264884,-0.10416666666666667,trivial,31.0,0.9998803734779358,1.0,NS
NABF,SPECT,24,0.03298507656551619,0.004879300737548625,-0.028105775827967566,0.9895833333333334,large,300.0,5.960464477539063e-08,1.4901161193847656e-06,SIG
FMI,SPECT,24,0.6525684337221476,0.6502671230781675,-0.0023013106439800923,-0.04861111111111111,trivial,52.0,0.9982478618621826,1.0,NS
CE,SPECT,24,1.2001269029317518,1.1880198832585978,-0.012107019673154085,0.020833333333333332,trivial,191.0,0.12612468004226685,1.0,NS
SSIM,SPECT,24,1.4318334044787104,1.4239046108791198,-0.007928793599590644,-0.06944444444444445,trivial,2.0,0.9999998807907104,1.0,NS
PSNR,SPECT,24,58.19675474680622,58.04659580953575,-0.15015893727046858,-0.1284722222222222,trivial,47.0,0.9989995360374451,1.0,NS
RMSE,SPECT,24,0.09945422682989107,0.10296619092452237,0.003511964094631309,-0.1284722222222222,trivial,45.0,0.9992101788520813,1.0,NS
QG,SPECT,24,0.758469704445443,0.7430179942773948,-0.01545171016804825,-0.22569444444444445,small,1.0,0.9999999403953552,1.0,NS
