image,EN,VAR,AG,SF,EI,MI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE
16009.png,4.619700456058625,63.786902264483324,9.908162877760107,41.27158285837535,97.08092507379914,45.7454833984375,0.8074625510633657,2.2088374481899598,0.02702930029503914,0.6900851355325349,1.242328928728399,1.4813590925305926,55.894414824007875,0.16735507180319997,0.6476567835693371,0.006365925767419224,0.49425350373338983,0.4188553151477734,0.8219443357928677,731.9376904608622,0.933774586251997,0.7990334818526984,0.024588571578743248,0.8074625510633657,-4.5283340266093814
16010.png,4.8255264470377055,68.6746951792959,10.727846465916254,42.231125266610874,105.33770911661425,50.46995544433594,0.8080659370979808,2.310971909069873,0.02985943086707384,0.6673704425222398,1.2813006784424719,1.425180276768423,55.56012459181974,0.18074566987084445,0.6495693882786201,0.005389304494607399,0.5398893810412587,0.4742563264225462,0.8398002306758502,741.4036246415438,0.9348920801083858,0.7978879860441509,0.03440159963983189,0.8080659370979808,-4.215864215707954
16011.png,4.739895403712224,67.78627545852102,10.0727900300653,39.945149389091,100.05171259947083,50.14170837402344,0.8077719323605593,2.261877983410314,0.03016920247974623,0.6950998194837641,1.3695495239500048,1.443154657996745,55.541727536500915,0.18151294669804616,0.6445489081786527,0.006301872390367773,0.4822718769595147,0.4186027504079369,0.7793114486080669,718.4822730824916,0.921055049942034,0.7932558980106541,0.04482324524821948,0.8077719323605592,-4.769625476971499
16012.png,4.654038319215818,67.01972601826736,9.516665170336372,38.76323764250475,94.74657924771913,49.17973327636719,0.8080179385875359,2.3064977439624927,0.03160692591894481,0.6994983158722392,1.4152157946443835,1.4644359014182187,55.6741660301443,0.17606124064243905,0.6394286123255616,0.0052380882896700225,0.4754198257782478,0.41157716850749315,0.7828379480347452,709.4776499867869,0.9253389311626565,0.8227133195617644,0.05599059621337517,0.8080179385875359,-4.7691241789614365
16013.png,4.530977838554342,67.16422122856224,9.345748006612435,38.41929629601327,93.45030761493135,48.623443603515625,0.8084574538178451,2.3687322383809697,0.03140570880466963,0.7135995685505219,1.401245725105061,1.4638766124442897,55.693400143559614,0.17528322152535092,0.6618146634335859,0.006941173360995829,0.45963976641536936,0.3943622133446901,0.7300840351084135,736.8462304515846,0.9265309514446376,0.8636751840707835,0.05659861444657399,0.8084574538178452,-4.669777882823396
16014.png,4.373492184798599,66.42343022943811,8.721883012341749,37.43683380400317,88.0630184056719,46.40641784667969,0.8085845488571135,2.3786349014305572,0.02737865247277993,0.7227293191852774,1.339836669849336,1.486643580872265,55.7378331797241,0.17349902673190976,0.6666398047843205,0.009788517403636763,0.45580339872718745,0.38783877571472114,0.7046226325928001,697.0580040044695,0.936303506730046,0.8947185007629241,0.05144267040620573,0.8085845488571135,-4.816795577935589
16015.png,4.226056768712416,67.75715025266759,8.014880095366625,36.563219477429605,80.64359854680743,45.36883544921875,0.8089638624422115,2.435594383397785,0.0285417820008979,0.7347217693540667,1.394798556916911,1.5345260045629114,55.68366949432356,0.17567639524046774,0.6497653883170665,0.006912786218242197,0.42881700673536977,0.359921955737907,0.6734693301178515,828.1451284844879,0.9341070640168422,0.9443805419936779,0.06494906390032788,0.8089638624422115,-5.540930101680714
20013.png,4.374604978172822,64.94869623663311,8.679966094119447,39.40205272613602,86.05865274529587,49.073822021484375,0.8056948302188032,1.8026332559479545,0.029751313460157188,0.6996411824725414,1.7627293285961017,1.4658480003007535,55.10990042873547,0.20048889304737386,0.5826793803992629,0.0043257913177182986,0.39160876744794304,0.31790799721185703,0.7673123719519938,800.0248732253335,0.8882589267166812,0.7012914655072346,0.03979100743285865,0.8056948302188032,-17.504196318030594
2004.png,4.669700665228919,78.83955078242916,13.982691351332898,55.647811635493234,138.1229497579624,57.027740478515625,0.8040716746060759,1.4644535822516849,0.02104183132079325,0.6438304583854144,2.1074804503240765,1.3558382616814812,54.22086687317994,0.2460331763767163,0.6540845838624363,0.004004537415609233,0.41615777939749626,0.38374711330859756,0.8272903249512844,798.8554120740921,0.8591833583900783,0.6032361397855475,0.007869162382457023,0.8040716746060759,-15.76274796001679
2010.png,4.752446816528513,66.90265381125157,10.570569933197818,45.48738308876069,103.40877570309648,56.208099365234375,0.8064997306745234,2.0112550478747204,0.01958012307024223,0.6570141126850114,2.1426786336752626,1.4311196113061464,55.14871446156025,0.1987050546036001,0.6306780515131977,0.004704404766173349,0.4654071644875057,0.3785680519922756,0.8382968941845533,1146.1784884090748,0.8936988743330758,0.7518196849802536,0.05561224207153756,0.8064997306745234,-17.876050000592397
