image,EN,VAR,AG,SF,EI,MI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE
10018.png,5.824561636468913,50.793855665348296,7.408587508370655,21.004262219179953,72.6046560329916,45.89215087890625,0.8133767639488684,3.0852606803846596,0.03648543355215276,0.5374870569422421,1.1108955661909254,1.3058558845728596,58.29431754765914,0.09630494911367343,0.7392891010862154,0.06965225015012108,0.8755895317926048,0.7387884746367526,0.9998766660642397,22.606508350993778,0.9810640375538568,0.8641204816348689,0.028708860052951368,0.8133767639488684,-11.925139452939412
11010.png,6.33208400959043,59.20561379915417,7.380678674404085,21.255519015612084,72.94153246800194,50.03071594238281,0.8153650104960657,3.2642617755006587,0.036946584625969656,0.4488102233954859,1.721587910293729,1.1226154587754076,57.406102835167886,0.11815988982315176,0.7112599690301242,0.05690366462765264,0.8842261276178206,0.7624479536487319,0.9998683342643717,56.67703294781291,0.9811080518589645,0.8561599270948687,0.00816017086423872,0.8153650104960657,-8.039181082666296
11013.png,6.0574321477927375,55.00845178648049,6.174318686364093,18.19860291201549,61.21251823078186,44.46623229980469,0.8151229253688999,3.1907817199299533,0.022802464929198615,0.44293212056487297,1.8350702078308967,1.1606370924780909,57.51769972803744,0.11516231541254154,0.7252872965954942,0.08554644388912734,0.897634426798025,0.7806094329738752,0.9998700025166596,41.58280379431315,0.9830227033853443,0.8764714853360157,0.05326999639228743,0.8151229253688999,-8.744348884077935
15009.png,5.132908779386214,54.05879655429422,7.093935460059609,21.049108215433712,72.4719940446352,41.02439880371094,0.8113648933635947,2.7837992689979707,0.01265108171596506,0.6447338998152865,0.9119935086707978,1.4151131073004866,57.579373483493995,0.11353846345693441,0.7914284504248466,0.1162389491362922,0.7171579660349674,0.6269071760240671,0.9316743038194268,19.063025973978014,0.9894658731623085,0.8849997195829502,0.041487136817781683,0.8113648933635947,-11.098039162081026
15012.png,4.943875437612638,51.70326144606487,6.633997382359966,21.029103049080057,68.62744935969442,38.119720458984375,0.810986346878588,2.822624463870362,0.01725971119935107,0.6842462840717448,0.8856835271233794,1.4251750813210204,57.91242143078598,0.10515700728001579,0.7552407116202936,0.09105698130721905,0.5962657365272711,0.49349507278793986,0.8648739855800298,30.2298733670636,0.97992918261003,0.9216643911453491,0.05245696172189727,0.810986346878588,-6.136271454290808
18017.png,5.390985913095128,58.4909949801756,8.876394784269884,26.979468274486496,87.41638544225773,49.59149169921875,0.8125681396060609,2.787333383972604,0.017632342981449042,0.6014868199616432,1.0584392445885207,1.3416884258674213,57.126243231436824,0.1260248060457148,0.809371254606317,0.11444621362601567,0.7992901998180635,0.7204534735050052,0.9978119533204584,33.41569629087704,0.9883708682877554,0.857174949671904,0.01550489090314131,0.8125681396060609,-22.158230963228362
18028.png,4.869579074142724,63.55769351700676,7.036819735056523,23.677095971787303,70.8489308028704,49.72637939453125,0.811027402865321,2.651064379612559,0.02655957986629422,0.6740911939021057,1.0932507105139386,1.420419360695592,56.80595791215339,0.13567023262332115,0.7527527329885841,0.0771656821513315,0.6564360771304747,0.5445509999426666,0.993911344523096,52.33674366583072,0.9881670864269971,0.8998572850452833,0.017643765189566063,0.811027402865321,-21.284386829694242
21014.png,4.227987131217508,45.46957752392982,4.64979342797662,16.73110123498021,48.82756571955011,33.555816650390625,0.8090253254834943,2.5488648785948094,0.010827090355978881,0.7226675868912338,1.0910282357680574,1.5149134690341042,58.39927419384904,0.09400543025353829,0.6883561482210967,0.08245292489207817,0.4234112496775159,0.3162230980830918,0.6692244936680822,41.48629162720884,0.9756256262793435,0.9723175538795097,0.09925658980789787,0.8090253254834943,-13.581468536919823
22010.png,5.007659604221397,61.217487263695595,8.177307386601063,25.83854724402362,82.47004656568559,47.902252197265625,0.8109655001328865,2.7380614844162086,0.01657014815496164,0.6980048646226285,0.972318646950749,1.4103509475137344,57.09641303875288,0.12689340669250093,0.8014607809032536,0.10410966971718394,0.5969338607154054,0.5059806321405426,0.8029516916694784,23.33642994318046,0.9899194165186875,0.9083522506230249,0.018050121009778927,0.8109655001328865,-15.808901735177633
25014.png,5.444092929170629,59.70485225219519,7.848235272218422,23.27700385984859,80.30798875946027,50.22596740722656,0.8107861974001755,2.7988505830637616,0.016056644165718663,0.6443952142621007,1.1782949510275684,1.3576741386842999,57.200274831051374,0.12389474260706,0.7650105313454328,0.09209844738011827,0.6708079355830794,0.5684336879901329,0.9359192079567834,30.06308991594358,0.9752567697809184,0.8546890609387894,0.04431950301619755,0.8107861974001755,-11.963682201689235
