image,EN,VAR,AG,SF,EI,MI,NCIE,MI_mutual,NABF,FMI,CE,SSIM,PSNR,RMSE,QG,QM,QC,QS,QCB,QCV,QY,QMI,QSF,QNCIE,QTE
10018.png,6.262399766297261,48.557984288179014,6.986565357834411,19.465361911124454,68.19302439610055,46.99993896484375,0.8148975321837162,3.1472613294838565,0.0091376917695311,0.42798018916886726,1.450501849163952,1.2737930278736642,58.89114227399215,0.08393945275033436,0.7393869594366532,0.09237392246723175,0.7743469049354563,0.6473119448419791,0.9998898604722299,16.746694208142422,0.9469576587983735,0.8437598226048068,0.04675514476883031,0.8148975321837162,-11.323944820473619
11010.png,6.621131177347051,54.89006125620301,6.479150535983018,18.1088180390517,64.40638292847379,53.12184143066406,0.8133277660466981,2.9334023139911407,0.005599473101586328,0.408853658933614,2.5481321672027057,1.008205567919091,58.09351716497162,0.10086224822316885,0.6920678034946194,0.024235490709543228,0.7772058407781706,0.6562347036056494,0.9998673848957202,43.29733665693356,0.8487906539657017,0.7476982393743897,0.15472617301560807,0.813327766046698,-8.122548623953833
11013.png,6.305880397581619,46.537847463827084,5.165458051082315,14.584360896647883,51.48034105779151,43.893768310546875,0.8126129655390323,2.7960036500638896,0.0007761690611657681,0.4030270477877936,2.8058915161050777,1.0121804164661603,57.9093343938232,0.10523178119106971,0.6914267513645601,0.012806938029825687,0.7666187313383817,0.6574430703311922,0.9998697129314248,46.08061928111701,0.8454746147870329,0.7475878761610829,0.24088928695001233,0.8126129655390323,-7.117503285594475
15009.png,5.3078789089622225,47.959437203138584,6.1431182603074195,18.03958397429997,62.614593495776006,38.135498046875,0.8131996991181265,2.9070406921827843,0.0009738095248968618,0.6120757686704619,1.0065544026536146,1.4191720699992492,57.86983999062769,0.1061931153678757,0.7878298752154771,0.01630818471312523,0.6939477080431422,0.6119564005603547,0.9317049833561575,25.86761802704481,0.9699910443391981,0.9026879604970475,0.17873237229401062,0.8131996991181265,-12.494276356670966
15012.png,5.004140038978669,49.19492847412346,5.883583268757799,18.59686119913683,60.675034092607014,38.081024169921875,0.8134722078499145,3.0709623407059086,0.0036403083707077935,0.6776010436450746,0.9729061053750354,1.4586829086914754,58.434418137734696,0.09324778987084549,0.7553371180602962,0.021971004083752632,0.6104650870837767,0.5088619439486852,0.8649915788587855,31.122470839481213,0.9736317652096431,0.9952076940664615,0.1624040991965543,0.8134722078499145,-6.004946702406159
18017.png,5.641733868512353,53.53706583667373,7.720587811453234,23.614720929023576,75.97366471451058,46.71577453613281,0.8139664608493187,2.8820605125212486,0.004219853726072122,0.54227357316977,1.2247535093115895,1.3509434465456758,57.44072047903324,0.11722178031157937,0.805793489233219,0.01411520130932331,0.7725301618013983,0.6961060272356395,0.997808068506006,37.071172857389776,0.9724712596004567,0.8570739960358552,0.1384229178299052,0.8139664608493187,-25.169386088197655
18028.png,4.928446356595051,57.632258072743454,6.085801598170792,20.875808060590547,61.25081483313221,46.204925537109375,0.8126551157538282,2.780027808334256,0.007619480830078473,0.6602798655650152,1.1822997438950367,1.4568669589716958,57.105292853939396,0.12663421877182732,0.7549737546992398,0.018574433401226997,0.6782924926817889,0.5659216845741518,0.9938976068876962,50.775654704525095,0.9813358626447659,0.9297120295284363,0.13398967696668965,0.8126551157538282,-20.823861122296943
21014.png,4.236083404147843,46.013296832292795,4.101212538608465,14.815295506908772,42.996948117194336,35.06671142578125,0.8114477992723536,2.8554898655756746,0.0024345294223532964,0.7371061259295311,1.1145466959553088,1.5786351364993814,59.21822623760494,0.0778498422910989,0.7009377147464546,0.0177449993789196,0.46783157193575436,0.3542793179683623,0.6692724890757713,39.349994220123456,0.9823442757679703,1.0912755823832996,0.2022530155672236,0.8114477992723536,-13.07914057416128
22010.png,5.027237604219675,55.98897306286707,7.208182817695602,22.76970716124791,72.51996937713874,45.25630187988281,0.8133272977835686,2.9134618824685665,0.0029885180515875215,0.6911994628095692,1.0709484204400619,1.4382023423091135,57.367014541478056,0.11922817784603124,0.8052418046884139,0.015742743387818336,0.6002447993703037,0.5125570410636965,0.8029895902883406,27.023527056676695,0.9852179687817756,0.9584448998626731,0.1349822165915646,0.8133272977835686,-19.087569876507313
25014.png,5.467763863627262,55.14543466436774,6.816357840079486,20.254520241416753,69.64979142599356,47.45881652832031,0.8142572346787853,3.1195850732585253,0.004506211314987507,0.6374303529341814,1.2501197471528345,1.3917159820606084,57.45160285840786,0.11692841831125789,0.7654305090279598,0.017400266602635384,0.6645549223467894,0.5777044511473401,0.935976849235103,33.33404824890712,0.9630362226360483,0.9484731439123978,0.16860481198290894,0.8142572346787853,-11.75730412701567
25018.png,5.130540945995252,53.15764580286006,6.220588159166703,19.689250759208292,63.817456039426006,43.99334716796875,0.8134749494614966,3.047492031179896,0.005306468373627192,0.6703684418245163,1.282745510293379,1.4357222717354785,57.96196607546324,0.10396418498643072,0.7462464589104212,0.018050285056233406,0.5870833840554933,0.47912282468967554,0.8435203355989387,36.65402851615252,0.9663369769745358,0.9848646613305301,0.1535493223246394,0.8134749494614966,-16.24402162781931
28011.png,4.271670500193605,57.588883286418074,4.528252772682821,17.077234187368703,46.99694003317745,38.14410400390625,0.8110189025362811,2.774278866667665,0.006273163256579722,0.742046387016639,0.9969093223234848,1.553959357322357,57.49616175080854,0.11573485870898349,0.7003425588635639,0.016277849674224854,0.44408882400072686,0.3372367879855922,0.6481765297628481,50.91524167191094,0.9817905549788575,1.055814855311136,0.16710669605851478,0.8110189025362811,-9.901407607124568
