metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QCV,PET,24,53.13294119832568,72.23295482700807,19.10001362868239,-0.7083333333333334,large,0.0,1.0,1.0,NS
QY,PET,24,0.9564130991315073,0.9412372532066833,-0.015175845924824016,-0.6631944444444444,large,0.0,1.0,1.0,NS
QMI,PET,24,0.7648744328763429,0.693326788345229,-0.07154764453111395,-0.8402777777777778,large,0.0,1.0,1.0,NS
QSF,PET,24,0.032920165686165154,0.13820736410468407,0.10528719841851891,1.0,large,300.0,5.960464477539063e-08,1.4901161193847656e-06,SIG
QNCIE,PET,24,0.8106392162497976,0.8090015096101041,-0.001637706639693537,-0.4618055555555556,medium,0.0,1.0,1.0,NS
QTE,PET,24,-5.291335585132882,-5.541130888685527,-0.249795303552645,-0.17708333333333334,small,0.0,1.0,1.0,NS
EN,SPECT,24,5.004588447373647,5.134865410499416,0.13027696312576964,0.11805555555555555,trivial,279.0,2.664327621459961e-05,0.000612795352935791,SIG
VAR,SPECT,24,60.284758116291584,53.38722688649586,-6.8975312297957245,-0.6527777777777778,large,0.0,1.0,1.0,NS
AG,SPECT,24,6.9577777427410155,6.104553196272512,-0.8532245464685033,-0.3680555555555556,medium,0.0,1.0,1.0,NS
SF,SPECT,24,22.283591337606264,19.376870996143765,-2.906720341462499,-0.5208333333333334,large,0.0,1.0,1.0,NS
EI,SPECT,24,70.35793384285253,61.438285693108845,-8.919648149743686,-0.3958333333333333,medium,0.0,1.0,1.0,NS
MI,SPECT,24,46.760497411092125,43.42985534667969,-3.3306420644124373,-0.2847222222222222,small,3.0,0.9999998211860657,1.0,NS
NCIE,SPECT,24,0.8145233357874577,0.8123872291412292,-0.0021361066462285416,-0.4375,medium,0.0,1.0,1.0,NS
MI_mutual,SPECT,24,3.081451671964017,2.8496876910420177,-0.23176398092199912,-0.5555555555555556,large,0.0,1.0,1.0,NS
NABF,SPECT,24,0.03298507656551619,0.006566763828147468,-0.026418312737368724,0.9895833333333334,large,300.0,5.960464477539063e-08,1.4901161193847656e-06,SIG
FMI,SPECT,24,0.6525684337221476,0.6354924525459746,-0.017075981176172927,-0.1284722222222222,trivial,3.0,0.9999998211860657,1.0,NS
CE,SPECT,24,1.2001269029317518,1.1820977895399416,-0.018029113391810236,0.0763888888888889,trivial,179.0,0.2111707329750061,1.0,NS
SSIM,SPECT,24,1.4318334044787104,1.4040986940563547,-0.027734710422355757,-0.08333333333333333,trivial,30.0,0.9998974204063416,1.0,NS
PSNR,SPECT,24,58.19675474680622,58.2833007364949,0.08654598968868044,0.06597222222222222,trivial,238.0,0.005253911018371582,0.1155860424041748,MARGINAL
RMSE,SPECT,24,0.09945422682989107,0.09762862028454806,-0.0018256065453430004,0.06597222222222222,trivial,235.0,0.006889641284942627,0.14468246698379517,MARGINAL
QG,SPECT,24,0.758469704445443,0.7432309545186383,-0.01523874992680474,-0.2326388888888889,small,0.0,1.0,1.0,NS
QM,SPECT,24,0.16776686534250376,0.017205019326259646,-0.15056184601624412,-0.9965277777777778,large,1.0,0.9999999403953552,1.0,NS
